"","x","y","dens"
"1",-0.122962057395407,51.2874457664049,0.0767914545179433
"2",-0.118288450063628,51.2873707419051,0.0779571254114817
"3",-0.12284255159528,51.2903764147735,0.16230942447643
"4",-0.118168647093318,51.2903013824596,0.164537970653076
"5",-0.127397247521707,51.2933819151029,0.290235401894359
"6",-0.122723025679525,51.2933070614654,0.298885500641609
"7",-0.118048823957444,51.2932320213363,0.300416220107647
"8",-0.1133746424054,51.2931567947173,0.279013467391681
"9",-0.108700481073368,51.2930813816105,0.229181935932657
"10",0.0595554391118409,51.2902423251356,0.055430794532505
"11",0.0642288172030737,51.2901600133461,0.0467981525454813
"12",0.0689021731773298,51.290077515144,0.0369789757333027
"13",-0.127277998760396,51.2963125679148,0.473836233152576
"14",-0.122603479643682,51.2962377064806,0.485918556452585
"15",-0.117928980651531,51.2961626585353,0.482750672598214
"16",-0.113254501833892,51.2960874240808,0.447618938679761
"17",-0.108580043240749,51.296012003119,0.372565289330996
"18",-0.103905604922046,51.2959363956519,0.295560139199895
"19",-0.0992311869277287,51.2958606016813,0.208439520526595
"20",0.0176225114062818,51.2939051444227,0.0533516674520447
"21",0.0456654174962765,51.2934184934225,0.079218245204443
"22",0.0503391587411687,51.2933367323693,0.0794289387451079
"23",0.0550128780139016,51.2932547848779,0.0791513170907208
"24",0.0596865752645394,51.2931726509502,0.0743261193746936
"25",0.0643602504431885,51.2930903305884,0.0636472842932667
"26",0.0690339034999578,51.2930078237944,0.0511536148559837
"27",0.0737075343849181,51.2929251305705,0.0376061209749059
"28",0.0783811430481791,51.2928422509185,0.0234860710481737
"29",0.0830547294398531,51.2927591848407,0.0141491180178011
"30",-0.141183299522561,51.2994667075453,0.55927785556394
"31",-0.131833566444773,51.2993179017505,0.646719110524465
"32",-0.127158729924497,51.2992432190509,0.690983272896054
"33",-0.122483913483289,51.2991683498189,0.698180320130932
"34",-0.117809117171108,51.2990932940565,0.687399580105502
"35",-0.113134341037914,51.2990180517655,0.635786720503961
"36",-0.108459585133701,51.2989426229478,0.535752641984168
"37",-0.103784849508427,51.2988670076053,0.417574217580309
"38",-0.0991101342120459,51.2987912057399,0.307288000178716
"39",-0.0944354392945498,51.2987152173536,0.203699210270197
"40",0.0177509951761217,51.2968355448091,0.116247089633965
"41",0.0224251643868791,51.2967548940296,0.140577585895861
"42",0.0457956842796579,51.296348843124,0.124670667997224
"43",0.0504697226765236,51.2962670735556,0.116068664235105
"44",0.0551437390963561,51.2961851175294,0.104664500641625
"45",0.0598177334892114,51.2961029750476,0.0945487528030673
"46",0.0644917058051834,51.2960206461123,0.0802052931533566
"47",0.0691656559943693,51.2959381307255,0.0632479104074957
"48",0.0738395840068289,51.2958554288892,0.0469497862479988
"49",0.0785134897926622,51.2957725406057,0.0313773205093537
"50",0.0831873733019708,51.2956894658768,0.0194833760039061
"51",0.0878612344848179,51.2956062047047,0.0110176718372255
"52",-0.150415310340856,51.3025454553512,0.631296551573378
"53",-0.145740096607507,51.3024715110979,0.697290132861363
"54",-0.141064902757703,51.3023973802854,0.758357704329335
"55",-0.13638972884146,51.3023230629155,0.816349375418052
"56",-0.131714574908753,51.3022485589902,0.851173780240496
"57",-0.127039441009557,51.3021738685112,0.891134864900708
"58",-0.122364327193881,51.3020989914805,0.907472285726703
"59",-0.117689233511699,51.3020239278999,0.873012096738443
"60",-0.113014160012979,51.3019486777714,0.796773115458017
"61",-0.108339106747728,51.3018732410968,0.685841808552741
"62",-0.103664073765914,51.301797617878,0.543128074822545
"63",-0.0989890611175034,51.3017218081169,0.407303024749728
"64",-0.0943140688524974,51.3016458118154,0.28506949899633
"65",-0.0896390970208592,51.3015696289754,0.182134884281401
"66",0.0178795005735201,51.2997659434879,0.224608365606619
"67",0.0225539670151838,51.2996852843084,0.268030444356395
"68",0.0459259729901531,51.2992791911116,0.204270173187486
"69",0.0506003085889125,51.2991974130267,0.173423387921945
