longitude,latitude
-0.08005007,51.51786987
-0.11157753,51.51532432
-0.08968841,51.51487991
-0.08630619,51.50960898
-0.08185789,51.51601102
-0.08185789,51.51601102
-0.1049968,51.51413907
-0.07427727,51.51121047
-0.10076567,51.51191238
-0.08200193,51.51601337
-0.08200193,51.51601337
-0.10441694,51.51421963
-0.08668174,51.51096401
-0.10622968,51.51568775
-0.08989262,51.5134444
-0.08166096,51.51726677
-0.10312794,51.51922576
-0.10684815,51.51120135
-0.08000813,51.51544116
-0.08556884,51.51688103
-0.08888444,51.51342797
-0.10028129,51.52008797
-0.07765422,51.51315439
-0.07604343,51.51375745
-0.10365414,51.51870369
-0.08442717,51.51317537
-0.08943045,51.51415629
-0.08943045,51.51415629
-0.08902469,51.51352019
-0.10197966,51.51391045
-0.08035328,51.51751513
-0.10419608,51.51259736
-0.10040283,51.51370507
-0.10429685,51.51017094
-0.10699217,51.51120367
-0.10417367,51.51313657
-0.07854107,51.51262937
-0.09676093,51.51463524
-0.09676093,51.51463524
-0.10456097,51.51422196
-0.10800403,51.51113006
-0.10800403,51.51113006
-0.08414734,51.51640817
-0.10801769,51.51427776
-0.10436995,51.51188075
-0.08181963,51.51349244
-0.07928449,51.51893645
-0.10301983,51.5166251
-0.08329323,51.50928998
-0.09117758,51.51373511
-0.09733663,51.52156902
-0.10415128,51.51367577
-0.10415128,51.51367577
-0.08833092,51.51287938
-0.08243014,51.51542686
-0.09701316,51.51895587
-0.08025384,51.50959993
-0.08444156,51.50939868
-0.08520009,51.51192902
-0.09469801,51.51226361
-0.08038313,51.51337899
-0.09068418,51.51174867
-0.10467665,51.51143606
-0.07499735,51.5112223
-0.09511132,51.51271996
-0.10478933,51.51566449
-0.09932171,51.51197893
-0.08872535,51.51378508
-0.07764287,51.51342399
-0.09117758,51.51373511
-0.07545596,51.51401757
-0.08169874,51.51636812
-0.09361242,51.51755169
-0.1045647,51.51413209
-0.08620611,51.51886983
-0.08620611,51.51886983
-0.0867081,51.51033495
-0.10339541,51.51105565
-0.08079674,51.51725262
-0.10427292,51.51421731
-0.10427292,51.51421731
-0.10794444,51.51256795
-0.10442442,51.5140399
-0.08520009,51.51192902
-0.07937118,51.51345233
-0.0789283,51.5205493
-0.09654407,51.51292308
-0.08309002,51.51755994
-0.10513561,51.51773842
-0.08371523,51.51640111
-0.08034951,51.517605
-0.10513561,51.51773842
-0.10729623,51.5177733
-0.11419163,51.51833398
-0.08495803,51.51426317
-0.08412781,51.51344026
-0.0786851,51.51263173
-0.08323663,51.51063796
-0.10287579,51.51662277
-0.0944752,51.51414847
-0.08156227,51.51618603
-0.08156227,51.51618603
