,x,y,fold
9866,-0.474125838268997,51.556463421077005,1
10039,-0.47402774855145396,51.5593944681816,1
10212,-0.47392964223809897,51.5623255136788,1
10384,-0.473831519325223,51.5652565575687,1
10556,-0.47373337980911606,51.56818759985121,1
10726,-0.47363522368606603,51.5711186405264,1
10896,-0.473537050952359,51.574049679594296,1
11067,-0.47343886160428,51.576980717054795,1
11235,-0.473340655638116,51.579911752908004,1
11401,-0.47324243305014796,51.5828427871539,1
11568,-0.47314419383665995,51.5857738197925,1
11734,-0.47304593799393296,51.588704850823795,1
11901,-0.472947665518245,51.5916358802479,1
12067,-0.472849376405879,51.59456690806461,1
12232,-0.472751070653108,51.597497934273996,1
4766,-0.47266146659570396,51.4596769408722,1
12396,-0.472652748256212,51.6004289588762,1
4912,-0.472563622115281,51.462608034657094,1
12559,-0.472554409211465,51.6033599818711,1
5061,-0.4724657611101621,51.4655391268336,1
12723,-0.472456053515142,51.606291003258704,1
5213,-0.47236788357666204,51.4684702174018,1
12887,-0.47235768116351595,51.609222023038996,1
5364,-0.472269989511099,51.4714013063616,1
13051,-0.47225929215285894,51.6121530412121,1
5516,-0.472172078909785,51.474332393713105,1
13211,-0.4721608864794411,51.615084057778,1
5668,-0.47207415176903206,51.4772634794563,1
13356,-0.472062464139534,51.6180150727366,1
5820,-0.47197620808515506,51.4801945635911,1
5971,-0.471878247854461,51.4831256461176,1
6122,-0.47178027107326204,51.4860567270358,1
6274,-0.47168227773786603,51.488987806345605,1
6425,-0.47158426784458,51.491918884047095,1
6577,-0.47148624138971,51.4948499601404,1
6728,-0.4713881983695611,51.4977810346253,1
6876,-0.471290138780437,51.500712107502004,1
7024,-0.47119206261864094,51.5036431787703,1
7173,-0.471093969880474,51.5065742484304,1
7322,-0.4709958605622371,51.5095053164822,1
7475,-0.470897734660229,51.5124363829257,1
7629,-0.47079959217074896,51.515367447761,1
7782,-0.47070143309009405,51.518298510988,1
7937,-0.470603257414559,51.52122957260671,1
8092,-0.470505065140439,51.5241606326172,1
8247,-0.470406856264029,51.5270916910195,1
8402,-0.47030863078162,51.530022747813504,1
8560,-0.470210388689503,51.532953802999295,1
8718,-0.47011212998397106,51.5358848565769,1
8878,-0.47001385466131,51.5388159085462,1
9039,-0.46991556271781,51.5417469589073,1
9200,-0.469817254149758,51.544678007660295,1
9362,-0.469718928953438,51.547609054805,1
9528,-0.469620587125137,51.5505401003415,1
9694,-0.46952222866113597,51.55347114426989,1
9867,-0.469423853557719,51.556402186590006,1
10040,-0.469325461811166,51.559333227302,1
10213,-0.469227053417758,51.56226426640579,1
10385,-0.46912862837377295,51.5651953039014,1
10557,-0.469030186675491,51.5681263397889,1
10727,-0.468931728319185,51.571057374068204,1
10897,-0.46883325330113396,51.573988406739396,1
11068,-0.468734761617609,51.5769194378024,1
11236,-0.46863625326488706,51.5798504672573,1
11402,-0.46853772823923706,51.582781495104,1
11569,-0.46843918653692995,51.5857125213426,1
11735,-0.46834062815423794,51.5886435459731,1
11902,-0.468242053087427,51.591574568995505,1
12068,-0.46814346133276796,51.594505590409796,1
12233,-0.46804485288652203,51.597436610216,1
4767,-0.46796943680127895,51.459615729190396,1
12397,-0.46794622774496003,51.6003676284141,1
4913,-0.467871291973623,51.462546816590006,1
12560,-0.467847585904342,51.6032986450041,1
5062,-0.467773130570601,51.4654779023804,1
12724,-0.467748927360933,51.60622965998589,1
5214,-0.467674952588519,51.4684089865617,1
12888,-0.467650252110993,51.609160673359796,1
5365,-0.46757675802368104,51.471340069133795,1
13052,-0.46755156015078403,51.612091685125506,1
5517,-0.46747854687239,51.4742711500968,1
13212,-0.46745285147656607,51.6150226952832,1
5669,-0.46738031913094497,51.4772022294506,1
5821,-0.46728207479565004,51.4801333071952,1
5972,-0.467183813862802,51.48306438333079,1
6123,-0.467085536328701,51.4859954578571,1
6275,-0.46698724218964294,51.4889265307744,1
6426,-0.46688893144192395,51.4918576020825,1
6578,-0.46679060408183903,51.4947886717815,1
6729,-0.466692260105682,51.49771973987129,1
6877,-0.466593899509745,51.5006508063521,1
7025,-0.46649552229032004,51.503581871223794,1
7174,-0.4663971284436961,51.506512934486295,1
7323,-0.46629871796616396,51.509443996139794,1
7476,-0.46620029085401093,51.512375056184204,1
7630,-0.46610184710352504,51.515306114619506,1
7783,-0.46600338671099,51.518237171445705,1
7938,-0.4659049096726911,51.521168226662795,1
8093,-0.46580641598491207,51.5240992802709,1
8248,-0.465707905643937,51.527030332269895,1
8403,-0.46560937864604396,51.529961382659906,1
8561,-0.465510834987515,51.5328924314408,1
8719,-0.465412274664628,51.5358234786127,1
8879,-0.4653136976736621,51.5387545241755,1
9040,-0.46521510401089294,51.5416855681293,1
9201,-0.465116493672596,51.5446166104741,1
9363,-0.465017866655046,51.5475476512099,1
9529,-0.464919222954516,51.5504786903366,1
9695,-0.46482056256727894,51.5534097278543,1
9868,-0.464721885489604,51.556340763763,1
10041,-0.46462319171776206,51.5592717980628,1
10214,-0.46452448124802204,51.5622028307535,1
10386,-0.46442575407665104,51.5651338618352,1
10558,-0.46432701019991496,51.568064891308005,1
10728,-0.464228249614079,51.5709959191718,1
10898,-0.46412947231540896,51.5739269454266,1
11069,-0.464030678300166,51.5768579700724,1
11237,-0.463931867564612,51.57978899310929,1
11403,-0.46383304010500903,51.5827200145372,1
11570,-0.463734195917615,51.585651034356204,1
11736,-0.463635334998689,51.5885820525662,1
11903,-0.463536457344488,51.5915130691673,1
12069,-0.463437562951268,51.5944440841595,1
12234,-0.46333865181528394,51.5973750975427,1
4768,-0.463277423578537,51.459554329817,1
12398,-0.46323972393279,51.6003061093171,1
4914,-0.46317897840734207,51.462485410811794,1
12561,-0.46314077930003905,51.6032371194825,1
5063,-0.463080516610113,51.4654164901965,1
12725,-0.4630418179132821,51.6061681280389,1
5215,-0.462982038183144,51.4683475679714,1
12889,-0.46294283976876793,51.609099134986494,1
5366,-0.462883543122729,51.4712786441362,1
13053,-0.462843844862748,51.6120301403252,1
5518,-0.462785031425159,51.47420971869099,1
5670,-0.46268650308672205,51.4771407916359,1
5822,-0.46258795810371006,51.4800718629708,1
5973,-0.46248939647240994,51.4830029326958,1
6124,-0.46239081818910904,51.48593400081079,1
6276,-0.46229222325009295,51.4888650673158,1
6427,-0.46219361165164596,51.4917961322109,1
6579,-0.462094983390053,51.494727195496104,1
6730,-0.46199633846159494,51.497658257171295,1
6878,-0.461897676862553,51.5005893172366,1
7026,-0.461798998589208,51.503520375692,1
7175,-0.461700303637839,51.5064514325374,1
7324,-0.461601592004724,51.509382487772896,1
7477,-0.46150286368613896,51.512313541398605,1
7631,-0.46140411867836,51.515244593414295,1
7784,-0.461305356977661,51.51817564382011,1
7939,-0.46120657858031505,51.5211066926161,1
8094,-0.46110778348259596,51.524037739802104,1
8249,-0.461008971680773,51.526968785378294,1
8404,-0.460910143171117,51.52989982934459,1
8562,-0.460811297949896,51.532830871701,1
8720,-0.46071243601337797,51.5357619124475,1
8880,-0.460613557357829,51.5386929515842,1
9041,-0.460514661979515,51.5416239891111,1
9202,-0.4604157498747,51.5445550250281,1
9364,-0.460316821039646,51.547486059335206,1
9530,-0.460217875470616,51.5504170920325,1
9696,-0.46011891316387,51.55334812312,1
9869,-0.46001993411566794,51.5562791525977,1
10042,-0.45992093832226894,51.5592101804655,1
10215,-0.459821925779928,51.5621412067235,1
10387,-0.459722896484904,51.5650722313717,1
10559,-0.45962385043345005,51.56800325441011,1
10729,-0.45952478762182,51.5709342758386,1
10899,-0.459425708046269,51.5738652956574,1
11070,-0.459326611703045,51.576796313866396,1
11238,-0.45922749858840006,51.57972733046571,1
11404,-0.459128368698584,51.5826583454551,1
11571,-0.459029222029844,51.5855893588348,1
11737,-0.458930058578427,51.588520370604705,1
4356,-0.458881563488165,51.4506995093775,1
11904,-0.45883087834057895,51.5914513807648,1
12070,-0.458731681312545,51.59438238931521,1
4627,-0.45868415581616795,51.45656166657229,1
12235,-0.458632467490568,51.5973133962558,1
4769,-0.45858542697812105,51.4594927427536,1
12399,-0.458533236870891,51.60024440158671,1
4915,-0.45848668146709204,51.462423817323895,1
12562,-0.458433989449754,51.6031754053078,1
5064,-0.458387919279363,51.4653548902835,1
12726,-0.45833472522339797,51.606106407419205,1
5216,-0.45828914041121505,51.4682859616323,1
12890,-0.45823544418806106,51.609037407920894,1
5367,-0.458190344858931,51.4712170313702,1
13054,-0.45813614633998206,51.6119684068128,1
5519,-0.458091532618791,51.47414809949739,1
5671,-0.457992703687073,51.477079166013795,1
5823,-0.45789385806005606,51.4800102309194,1
5974,-0.457794995734016,51.4829412942142,1
6125,-0.45769611670523097,51.4858723558982,1
6277,-0.45759722096997096,51.488803415971496,1
6428,-0.457498308524514,51.491734474434004,1
6580,-0.4573993793651289,51.494665531285705,1
6731,-0.457300433488089,51.4975965865267,1
6879,-0.45720147088966206,51.500527640156896,1
7027,-0.457102491566119,51.5034586921764,1
7176,-0.45700349551372704,51.50638974258511,1
7325,-0.45690448272875206,51.509320791383104,1
7478,-0.45680545320745797,51.51225183857039,1
7632,-0.4567064069461121,51.515182884146995,1
7785,-0.4566073439409771,51.51811392811279,1
7940,-0.456508264188312,51.5210449704679,1
8095,-0.456409167684381,51.5239760112123,1
8250,-0.45631005442544104,51.526907050346004,1
8405,-0.45621092440775296,51.529838087868995,1
8563,-0.45611177762757205,51.5327691237813,1
8721,-0.456012614081156,51.535700158082896,1
8881,-0.455913433764759,51.5386311907739,1
9042,-0.455814236674636,51.54156222185411,1
9203,-0.45571502280704,51.5444932513237,1
9365,-0.45561579215821996,51.54742427918261,1
9531,-0.45551654472442893,51.55035530543079,1
9697,-0.45541728050191604,51.553286330068396,1
9870,-0.45531799948692897,51.5562173530954,1
10043,-0.45521870167571393,51.5591483745117,1
10216,-0.45511938706451793,51.562079394317294,1
10388,-0.45502005564958403,51.565010412512294,1
10560,-0.454920707427159,51.5679414290967,1
10730,-0.454821342393483,51.570872444070396,1
10900,-0.454721960544797,51.5738034574335,1
11071,-0.454622561877342,51.576734469186,1
11239,-0.4545231463873579,51.5796654793279,1
11405,-0.45442371407108,51.5825964878592,1
4089,-0.45438842550638897,51.4447756031948,1
11572,-0.454324264924747,51.5855274947799,1
4222,-0.45428946324018,51.4477066793795,1
11738,-0.45422479894459394,51.58845850009,1
4357,-0.45419048426523206,51.450637753952506,1
11905,-0.454125316126855,51.5913895037895,1
4491,-0.454091488577822,51.4535688269139,1
12071,-0.45402581646776297,51.5943205058784,1
4628,-0.45399247617422606,51.456499898263594,1
12236,-0.453926299963551,51.59725150635679,1
4770,-0.45389344705071705,51.459430968001605,1
12400,-0.45382676661044796,51.6001825052245,1
4916,-0.45379440120357106,51.4623620361281,1
12563,-0.453727216404687,51.6031135024817,1
5065,-0.453695338629058,51.465293102642796,1
12727,-0.45362764934249394,51.6060444981283,1
5217,-0.453596259323449,51.468224167546,1
12891,-0.453528065420096,51.608975492164404,1
5368,-0.45349716328301704,51.4711552308376,1
13055,-0.45342846463372105,51.6119064845899,1
5520,-0.453398050504028,51.4740862925175,1
5672,-0.45329892098275,51.47701735258579,1
5824,-0.45319977471545203,51.4799484110425,1
5975,-0.45310061169839794,51.4828794678876,1
6126,-0.453001431927851,51.4858105231211,1
6278,-0.452902235400076,51.488741576743,1
6429,-0.45280302211133505,51.4916726287533,1
6581,-0.45270379205788897,51.494603679152,1
6732,-0.452604545235996,51.497534727939204,1
6880,-0.45250528164191606,51.5004657751147,1
7028,-0.452406001271907,51.5033968206787,1
7177,-0.452306704122224,51.506327864631096,1
7326,-0.452207390189124,51.509258906972,1
7479,-0.452108059468859,51.5121899477013,1
7633,-0.45200871195768294,51.515120986819106,1
7786,-0.451909347651848,51.51805202432529,1
7941,-0.45180996654760397,51.520983060220004,1
8096,-0.4517105686412,51.523914094503205,1
8251,-0.45161115392888596,51.526845127174795,1
8406,-0.45151172240690796,51.5297761582349,1
8564,-0.451412274071512,51.5327071876834,1
8722,-0.45131280891894293,51.5356382155205,1
8882,-0.45121332694544397,51.538569241745996,1
9043,-0.451113828147259,51.541500266359996,1
9204,-0.45101431252062896,51.5444312893626,1
9366,-0.450914780061794,51.547362310753606,1
9532,-0.45081523076699304,51.5502933305331,1
9698,-0.450715664632464,51.5532243487012,1
9871,-0.450616081654443,51.556155365257794,1
10044,-0.4505164818291671,51.55908638020289,1
10217,-0.450416865152871,51.5620173935365,1
10389,-0.450317231621786,51.564948405258704,1
10561,-0.450217581232146,51.5678794153694,1
10731,-0.450117913980182,51.5708104238686,1
10901,-0.450018229862123,51.5737414307564,1
11072,-0.449918528874198,51.5766724360328,1
3827,-0.44989643763278797,51.4388515287733,1
11240,-0.449818811012635,51.579603439697706,1
3957,-0.44979720879484003,51.441782601723496,1
11406,-0.44971907627366,51.58253444175121,1
4090,-0.44969796320501,51.4447136730612,1
11573,-0.449619324653498,51.585465442193204,1
4223,-0.449598700859567,51.4476447427865,1
11739,-0.4495195561483739,51.5883964410238,1
4358,-0.44949942175477403,51.450575810899295,1
11906,-0.44941977075451,51.591327438243,1
4492,-0.44940012588690104,51.4535068773996,1
12072,-0.44931996846812894,51.5942584338508,1
4629,-0.44930081325221,51.456437942287394,1
12237,-0.44922014928544995,51.597189427847205,1
4771,-0.44920148384696507,51.4593690055628,1
12401,-0.44912031320269397,51.6001204202322,1
4917,-0.44910213766742796,51.462300067225705,1
12564,-0.44902046021607794,51.60305141100571,1
5066,-0.44900277470986105,51.465231127276105,1
12728,-0.44892059032182,51.605982400167896,1
5218,-0.448903394970522,51.468162185714206,1
12892,-0.448820703516135,51.60891338771871,1
5369,-0.4488039984456721,51.4710932425397,1
13056,-0.44872079979523904,51.6118443736581,1
5521,-0.448704585131567,51.4740242977528,1
5673,-0.44860515502446296,51.4769553513535,1
5825,-0.448505708120618,51.4798864033417,1
5976,-0.44840624441628396,51.4828174537175,1
6127,-0.44830676390771396,51.485748502480895,1
6279,-0.44820726659116106,51.4886795496318,1
6430,-0.44810775246287604,51.4916105951703,1
6582,-0.4480082215191071,51.4945416390965,1
6733,-0.447908673756103,51.49747268141021,1
6881,-0.44780910917011296,51.5004037221115,1
7029,-0.44770952775738104,51.5033347612004,1
7178,-0.44760992951415396,51.506265798677,1
7327,-0.44751031443667405,51.5091968345411,1
7480,-0.44741068252118393,51.512127868792895,1
7634,-0.447311033763926,51.5150589014322,1
7787,-0.447211368161141,51.5179899324592,1
7942,-0.447111685709068,51.52092096187389,1
8097,-0.44701198640394396,51.5238519896761,1
8252,-0.44691227024200797,51.5267830158661,1
8407,-0.446812537219494,51.5297140404436,1
8565,-0.44671278733263703,51.53264506340879,1
8723,-0.44661302057767205,51.53557608476171,1
8883,-0.44651323695082895,51.5385071045022,1
9044,-0.44641343644834003,51.541438122630396,1
9205,-0.446313619066437,51.544369139146205,1
9367,-0.446213784801346,51.5473001540498,1
9533,-0.4461139336492971,51.550231167341,1
9699,-0.446014065606515,51.5531621790199,1
9872,-0.445914180669227,51.5560931890865,1
10045,-0.44581427883365504,51.5590241975407,1
10218,-0.445714360096025,51.561955204382706,1
10390,-0.445614424452556,51.564886209612396,1
10562,-0.44551447189947097,51.5678172132298,1
10732,-0.44541450243298797,51.5707482152349,1
10902,-0.44531451604932704,51.5736792156277,1
3698,-0.445306104099795,51.435858355921205,1
11073,-0.445214512744705,51.576610214408205,1
11241,-0.445114492515337,51.5795412115765,1
3958,-0.4451070632739799,51.44172049048039,1
11407,-0.445014455357439,51.582472207132504,1
4091,-0.44500751765924396,51.44465155534,1
11574,-0.444914401267225,51.585403201076204,1
4224,-0.44490795523829796,51.447582618586395,1
11740,-0.44481433024090705,51.588334193407704,1
4359,-0.444808376007396,51.4505136802194,1
11907,-0.4447142422746961,51.591265184126904,1
4493,-0.444708779962795,51.45344474023911,1
12073,-0.444614137364805,51.5941961732339,1
4630,-0.44460916710074605,51.456375798645496,1
12238,-0.44451401550743996,51.5971271607286,1
4772,-0.44450953741750204,51.459306855438605,1
12402,-0.44441387669881105,51.6000581466111,1
4918,-0.44440989090931393,51.4622379106184,1
12565,-0.444313720935125,51.6029891308814,1
5067,-0.444310227572432,51.465168964185,1
12729,-0.44421354821258596,51.6059201135394,1
5219,-0.444210547403104,51.4681000161382,1
12893,-0.444113358527399,51.6088510945852,1
5370,-0.44411085039757797,51.471031066478204,1
13057,-0.44401315187576895,51.61178207401879,1
5522,-0.444011136552101,51.4739621152049,1
13213,-0.44391292825389705,51.6147130518402,1
5674,-0.44391140586291605,51.476893162318405,1
13357,-0.443812687657983,51.6176440280493,1
5826,-0.443811658326269,51.4798242078186,1
5977,-0.443711893938402,51.482755251705505,1
6128,-0.443612112695558,51.4856862939791,1
6280,-0.443512314593976,51.4886173346396,1
6431,-0.44341249962989704,51.4915483736868,1
6583,-0.44331266779955797,51.4944794111207,1
6734,-0.443212819099196,51.497410446941394,1
6882,-0.443112953525048,51.5003414811489,1
7030,-0.443013071073349,51.503272513743106,1
7179,-0.442913171740332,51.5062035447241,1
7328,-0.44281325552222994,51.5091345740919,1
7481,-0.442713322415274,51.5120656018465,1
7635,-0.442613372415694,51.5149966279879,1
7788,-0.44251340551971996,51.5179276525161,1
7943,-0.44241342172357895,51.5208586754311,1
8098,-0.442313421023499,51.523789696732905,1
8253,-0.44221340341570503,51.5267207164215,1
8408,-0.44211336889642,51.5296517344969,1
8566,-0.44201331746187,51.5325827509591,1
8724,-0.441913249108275,51.535513765808204,1
8884,-0.44181316383185604,51.538444779044106,1
9045,-0.44171306162883506,51.5413757906668,1
9206,-0.44161294249542893,51.544306800676296,1
9368,-0.44151280642785495,51.547237809072705,1
9534,-0.441412653422331,51.550168815856,1
9700,-0.441312483475072,51.55309982102611,1
9873,-0.44121229658229105,51.556030824583,1
10046,-0.44111209274020097,51.5589618265268,1
10219,-0.441011871945014,51.5618928268575,1
10391,-0.44091163419294,51.564823825575,1
10563,-0.44081137948019,51.5677548226794,1
10733,-0.440711107802971,51.5706858181707,1
3699,-0.44061657527201603,51.4357960701045,1
10903,-0.440610819157491,51.573616812048904,1
3828,-0.44051676333846396,51.43872713169479,1
11074,-0.440510513539955,51.576547804314,1
3959,-0.440416934555614,51.441658191670896,1
11242,-0.44041019094656697,51.579478794965894,1
4092,-0.44031708891971605,51.4445892500328,1
11408,-0.44030985137353296,51.582409784004795,1
4225,-0.44021722642701094,51.4475203067807,1
11575,-0.440209494817053,51.585340771430594,1
4360,-0.440117347073746,51.450451361914304,1
11741,-0.44010912127333,51.588271757243206,1
4494,-0.440017450856162,51.4533824154339,1
11908,-0.440008730738563,51.59120274144279,1
4631,-0.43991753777050396,51.4563134673393,1
12074,-0.43990832320895096,51.59413372402929,1
4773,-0.43981760781301,51.45924451763061,1
12239,-0.439807898680693,51.5970647050027,1
